,nombre_torneo,nro_jornada,fecha_partido,equipo_local,resultado,equipo_visitante,equipo_local_resultado,equipo_visitante_resultado
634,Liga Profesional Argentina 2018,Jornada 14,03 Feb 18,Banfield,0 - 0,Atl.Tucumán,0,0
635,Liga Profesional Argentina 2018,Jornada 14,05 Feb 18,Temperley,0 - 1,Talleres Córdoba,0,1
636,Liga Profesional Argentina 2018,Jornada 14,04 Feb 18,San Lorenzo,1 - 1,Boca Juniors,1,1
637,Liga Profesional Argentina 2018,Jornada 14,03 Feb 18,Colón,0 - 1,Independiente,0,1
638,Liga Profesional Argentina 2018,Jornada 14,04 Feb 18,Estudiantes La Plata,4 - 2,Newell's Old Boys,4,2
639,Liga Profesional Argentina 2018,Jornada 14,04 Feb 18,Arsenal de Sarandí,0 - 0,Gimnasia La Plata,0,0
640,Liga Profesional Argentina 2018,Jornada 14,03 Feb 18,Rosario Central,1 - 0,Unión Santa Fe,1,0
641,Liga Profesional Argentina 2018,Jornada 14,05 Feb 18,Racing Club,4 - 0,CA Huracán,4,0
642,Liga Profesional Argentina 2018,Jornada 14,04 Feb 18,River Plate,2 - 0,Olimpo,2,0
643,Liga Profesional Argentina 2018,Jornada 14,03 Feb 18,Belgrano,0 - 0,Lanús,0,0
644,Liga Profesional Argentina 2018,Jornada 14,02 Feb 18,Patronato,0 - 0,Godoy Cruz,0,0
645,Liga Profesional Argentina 2018,Jornada 14,05 Feb 18,Chacarita Juniors,2 - 0,Vélez Sarsfield,2,0
646,Liga Profesional Argentina 2018,Jornada 15,09 Feb 18,Defensa y Justicia,4 - 2,Chacarita Juniors,4,2
647,Liga Profesional Argentina 2018,Jornada 15,10 Feb 18,Vélez Sarsfield,0 - 2,Patronato,0,2
648,Liga Profesional Argentina 2018,Jornada 15,11 Feb 18,Godoy Cruz,2 - 1,Belgrano,2,1
649,Liga Profesional Argentina 2018,Jornada 15,12 Feb 18,Lanús,1 - 0,River Plate,1,0
650,Liga Profesional Argentina 2018,Jornada 15,10 Feb 18,Olimpo,1 - 2,Racing Club,1,2
651,Liga Profesional Argentina 2018,Jornada 15,13 Feb 18,CA Huracán,2 - 3,Rosario Central,2,3
652,Liga Profesional Argentina 2018,Jornada 15,09 Feb 18,Unión Santa Fe,0 - 0,Arsenal de Sarandí,0,0
653,Liga Profesional Argentina 2018,Jornada 15,10 Feb 18,Gimnasia La Plata,0 - 0,Estudiantes La Plata,0,0
654,Liga Profesional Argentina 2018,Jornada 15,10 Feb 18,Newell's Old Boys,0 - 1,Colón,0,1
655,Liga Profesional Argentina 2018,Jornada 15,05 Abr 18,Independiente,0 - 1,San Lorenzo,0,1
656,Liga Profesional Argentina 2018,Jornada 15,11 Feb 18,Boca Juniors,1 - 0,Temperley,1,0
657,Liga Profesional Argentina 2018,Jornada 15,11 Feb 18,Talleres Córdoba,1 - 0,Banfield,1,0
658,Liga Profesional Argentina 2018,Jornada 15,12 Feb 18,Atl.Tucumán,2 - 1,San Martín San Juan,2,1
659,Liga Profesional Argentina 2018,Jornada 15,12 Feb 18,Tigre,2 - 0,Argentinos Juniors,2,0
660,Liga Profesional Argentina 2018,Jornada 16,16 Feb 18,Estudiantes La Plata,2 - 0,Unión Santa Fe,2,0
661,Liga Profesional Argentina 2018,Jornada 16,16 Feb 18,Racing Club,3 - 1,Lanús,3,1
662,Liga Profesional Argentina 2018,Jornada 16,17 Feb 18,Argentinos Juniors,2 - 2,Atl.Tucumán,2,2
663,Liga Profesional Argentina 2018,Jornada 16,18 Feb 18,San Martín San Juan,1 - 1,Talleres Córdoba,1,1
664,Liga Profesional Argentina 2018,Jornada 16,19 Feb 18,Banfield,0 - 1,Boca Juniors,0,1
665,Liga Profesional Argentina 2018,Jornada 16,17 Feb 18,Temperley,0 - 0,Independiente,0,0
666,Liga Profesional Argentina 2018,Jornada 16,17 Feb 18,San Lorenzo,1 - 0,Newell's Old Boys,1,0
667,Liga Profesional Argentina 2018,Jornada 16,20 Feb 18,Colón,1 - 0,Gimnasia La Plata,1,0
668,Liga Profesional Argentina 2018,Jornada 16,18 Feb 18,Rosario Central,5 - 0,Olimpo,5,0
669,Liga Profesional Argentina 2018,Jornada 16,18 Feb 18,River Plate,2 - 2,Godoy Cruz,2,2
670,Liga Profesional Argentina 2018,Jornada 16,17 Feb 18,Belgrano,2 - 2,Vélez Sarsfield,2,2
671,Liga Profesional Argentina 2018,Jornada 16,19 Feb 18,Patronato,3 - 0,Chacarita Juniors,3,0
672,Liga Profesional Argentina 2018,Jornada 16,19 Feb 18,Tigre,1 - 1,Defensa y Justicia,1,1
673,Liga Profesional Argentina 2018,Jornada 16,18 Feb 18,Arsenal de Sarandí,1 - 1,CA Huracán,1,1
674,Liga Profesional Argentina 2018,Jornada 17,24 Feb 18,Defensa y Justicia,1 - 0,Patronato,1,0
675,Liga Profesional Argentina 2018,Jornada 17,25 Feb 18,Unión Santa Fe,1 - 1,Colón,1,1
676,Liga Profesional Argentina 2018,Jornada 17,25 Feb 18,Boca Juniors,4 - 2,San Martín San Juan,4,2
677,Liga Profesional Argentina 2018,Jornada 17,25 Feb 18,Independiente,1 - 0,Banfield,1,0
678,Liga Profesional Argentina 2018,Jornada 17,25 Feb 18,Chacarita Juniors,0 - 1,Belgrano,0,1
679,Liga Profesional Argentina 2018,Jornada 17,24 Feb 18,Vélez Sarsfield,1 - 0,River Plate,1,0
680,Liga Profesional Argentina 2018,Jornada 17,24 Feb 18,Godoy Cruz,1 - 2,Racing Club,1,2
681,Liga Profesional Argentina 2018,Jornada 17,24 Feb 18,Lanús,1 - 1,Rosario Central,1,1
682,Liga Profesional Argentina 2018,Jornada 17,23 Feb 18,Olimpo,2 - 1,Arsenal de Sarandí,2,1
683,Liga Profesional Argentina 2018,Jornada 17,23 Feb 18,CA Huracán,1 - 0,Estudiantes La Plata,1,0
684,Liga Profesional Argentina 2018,Jornada 17,27 Feb 18,Gimnasia La Plata,1 - 0,San Lorenzo,1,0
685,Liga Profesional Argentina 2018,Jornada 17,26 Feb 18,Newell's Old Boys,0 - 0,Temperley,0,0
686,Liga Profesional Argentina 2018,Jornada 17,26 Feb 18,Talleres Córdoba,2 - 0,Argentinos Juniors,2,0
687,Liga Profesional Argentina 2018,Jornada 17,25 Feb 18,Atl.Tucumán,0 - 0,Tigre,0,0
688,Liga Profesional Argentina 2018,Jornada 18,04 Mar 18,Atl.Tucumán,0 - 1,Defensa y Justicia,0,1
689,Liga Profesional Argentina 2018,Jornada 18,03 Mar 18,Tigre,0 - 0,Talleres Córdoba,0,0
690,Liga Profesional Argentina 2018,Jornada 18,06 Mar 18,Argentinos Juniors,2 - 0,Boca Juniors,2,0
691,Liga Profesional Argentina 2018,Jornada 18,05 Mar 18,San Martín San Juan,0 - 4,Independiente,0,4
692,Liga Profesional Argentina 2018,Jornada 18,04 Mar 18,Banfield,1 - 0,Newell's Old Boys,1,0
693,Liga Profesional Argentina 2018,Jornada 18,04 Mar 18,Temperley,1 - 1,Gimnasia La Plata,1,1
694,Liga Profesional Argentina 2018,Jornada 18,03 Mar 18,San Lorenzo,0 - 0,Unión Santa Fe,0,0
695,Liga Profesional Argentina 2018,Jornada 18,03 Mar 18,Colón,0 - 0,CA Huracán,0,0
696,Liga Profesional Argentina 2018,Jornada 18,05 Mar 18,Estudiantes La Plata,1 - 0,Olimpo,1,0
697,Liga Profesional Argentina 2018,Jornada 18,02 Mar 18,Arsenal de Sarandí,2 - 1,Lanús,2,1
698,Liga Profesional Argentina 2018,Jornada 18,03 Mar 18,Rosario Central,1 - 2,Godoy Cruz,1,2
699,Liga Profesional Argentina 2018,Jornada 18,05 Mar 18,Racing Club,2 - 1,Vélez Sarsfield,2,1
700,Liga Profesional Argentina 2018,Jornada 18,04 Mar 18,River Plate,1 - 1,Chacarita Juniors,1,1
701,Liga Profesional Argentina 2018,Jornada 18,02 Mar 18,Belgrano,2 - 2,Patronato,2,2
702,Liga Profesional Argentina 2018,Jornada 19,12 Mar 18,Defensa y Justicia,1 - 1,Belgrano,1,1
703,Liga Profesional Argentina 2018,Jornada 19,11 Mar 18,Patronato,0 - 1,River Plate,0,1
704,Liga Profesional Argentina 2018,Jornada 19,10 Mar 18,Chacarita Juniors,1 - 1,Racing Club,1,1
705,Liga Profesional Argentina 2018,Jornada 19,11 Mar 18,Vélez Sarsfield,2 - 2,Rosario Central,2,2
706,Liga Profesional Argentina 2018,Jornada 19,09 Mar 18,Godoy Cruz,1 - 0,Arsenal de Sarandí,1,0
707,Liga Profesional Argentina 2018,Jornada 19,11 Mar 18,Lanús,0 - 0,Estudiantes La Plata,0,0
708,Liga Profesional Argentina 2018,Jornada 19,10 Mar 18,Olimpo,0 - 3,Colón,0,3
709,Liga Profesional Argentina 2018,Jornada 19,11 Mar 18,CA Huracán,1 - 1,San Lorenzo,1,1
710,Liga Profesional Argentina 2018,Jornada 19,12 Mar 18,Unión Santa Fe,3 - 0,Temperley,3,0
711,Liga Profesional Argentina 2018,Jornada 19,09 Mar 18,Gimnasia La Plata,0 - 2,Banfield,0,2
712,Liga Profesional Argentina 2018,Jornada 19,13 Mar 18,Newell's Old Boys,2 - 0,San Martín San Juan,2,0
713,Liga Profesional Argentina 2018,Jornada 19,12 Mar 18,Independiente,2 - 1,Argentinos Juniors,2,1
714,Liga Profesional Argentina 2018,Jornada 19,10 Mar 18,Boca Juniors,2 - 1,Tigre,2,1
715,Liga Profesional Argentina 2018,Jornada 19,10 Mar 18,Talleres Córdoba,3 - 1,Atl.Tucumán,3,1
716,Liga Profesional Argentina 2018,Jornada 20,18 Mar 18,Talleres Córdoba,1 - 0,Defensa y Justicia,1,0
717,Liga Profesional Argentina 2018,Jornada 20,18 Mar 18,Atl.Tucumán,1 - 1,Boca Juniors,1,1
718,Liga Profesional Argentina 2018,Jornada 20,20 Mar 18,Tigre,1 - 1,Independiente,1,1
719,Liga Profesional Argentina 2018,Jornada 20,17 Mar 18,Argentinos Juniors,1 - 0,Newell's Old Boys,1,0
720,Liga Profesional Argentina 2018,Jornada 20,17 Mar 18,San Martín San Juan,3 - 0,Gimnasia La Plata,3,0
721,Liga Profesional Argentina 2018,Jornada 20,19 Mar 18,Banfield,0 - 2,Unión Santa Fe,0,2
722,Liga Profesional Argentina 2018,Jornada 20,17 Mar 18,Temperley,1 - 2,CA Huracán,1,2
723,Liga Profesional Argentina 2018,Jornada 20,17 Mar 18,San Lorenzo,2 - 0,Olimpo,2,0
724,Liga Profesional Argentina 2018,Jornada 20,17 Mar 18,Colón,1 - 2,Lanús,1,2
725,Liga Profesional Argentina 2018,Jornada 20,18 Mar 18,Estudiantes La Plata,0 - 1,Godoy Cruz,0,1
726,Liga Profesional Argentina 2018,Jornada 20,18 Mar 18,Arsenal de Sarandí,1 - 1,Vélez Sarsfield,1,1
727,Liga Profesional Argentina 2018,Jornada 20,16 Mar 18,Rosario Central,3 - 1,Chacarita Juniors,3,1
728,Liga Profesional Argentina 2018,Jornada 20,18 Mar 18,Racing Club,5 - 0,Patronato,5,0
729,Liga Profesional Argentina 2018,Jornada 20,19 Mar 18,River Plate,3 - 1,Belgrano,3,1
730,Liga Profesional Argentina 2018,Jornada 21,01 Abr 18,Defensa y Justicia,1 - 3,River Plate,1,3
731,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,Belgrano,2 - 2,Racing Club,2,2
732,Liga Profesional Argentina 2018,Jornada 21,01 Abr 18,Patronato,3 - 0,Rosario Central,3,0
733,Liga Profesional Argentina 2018,Jornada 21,01 Abr 18,Chacarita Juniors,2 - 2,Arsenal de Sarandí,2,2
734,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,Vélez Sarsfield,3 - 3,Estudiantes La Plata,3,3
735,Liga Profesional Argentina 2018,Jornada 21,03 Abr 18,Godoy Cruz,2 - 1,Colón,2,1
736,Liga Profesional Argentina 2018,Jornada 21,02 Abr 18,Lanús,0 - 2,San Lorenzo,0,2
737,Liga Profesional Argentina 2018,Jornada 21,03 Abr 18,Olimpo,1 - 1,Temperley,1,1
738,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,CA Huracán,1 - 1,Banfield,1,1
739,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,Unión Santa Fe,1 - 1,San Martín San Juan,1,1
740,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,Gimnasia La Plata,1 - 3,Argentinos Juniors,1,3
741,Liga Profesional Argentina 2018,Jornada 21,31 Mar 18,Newell's Old Boys,2 - 1,Tigre,2,1
742,Liga Profesional Argentina 2018,Jornada 21,01 Abr 18,Independiente,0 - 2,Atl.Tucumán,0,2
743,Liga Profesional Argentina 2018,Jornada 21,01 Abr 18,Boca Juniors,2 - 1,Talleres Córdoba,2,1
744,Liga Profesional Argentina 2018,Jornada 22,08 Abr 18,Boca Juniors,1 - 2,Defensa y Justicia,1,2
745,Liga Profesional Argentina 2018,Jornada 22,08 Abr 18,Talleres Córdoba,0 - 2,Independiente,0,2
746,Liga Profesional Argentina 2018,Jornada 22,08 Abr 18,Atl.Tucumán,1 - 1,Newell's Old Boys,1,1
747,Liga Profesional Argentina 2018,Jornada 22,07 Abr 18,Tigre,2 - 0,Gimnasia La Plata,2,0
748,Liga Profesional Argentina 2018,Jornada 22,07 Abr 18,Argentinos Juniors,3 - 1,Unión Santa Fe,3,1
749,Liga Profesional Argentina 2018,Jornada 22,08 Abr 18,San Martín San Juan,0 - 1,CA Huracán,0,1
750,Liga Profesional Argentina 2018,Jornada 22,07 Abr 18,Banfield,3 - 0,Olimpo,3,0
751,Liga Profesional Argentina 2018,Jornada 22,07 Abr 18,Temperley,2 - 2,Lanús,2,2
752,Liga Profesional Argentina 2018,Jornada 22,08 Abr 18,San Lorenzo,0 - 5,Godoy Cruz,0,5
753,Liga Profesional Argentina 2018,Jornada 22,10 May 18,Colón,0 - 1,Vélez Sarsfield,0,1
754,Liga Profesional Argentina 2018,Jornada 22,10 Abr 18,Estudiantes La Plata,0 - 2,Chacarita Juniors,0,2
755,Liga Profesional Argentina 2018,Jornada 22,10 Abr 18,Arsenal de Sarandí,1 - 1,Patronato,1,1
756,Liga Profesional Argentina 2018,Jornada 22,07 Abr 18,Rosario Central,2 - 1,Belgrano,2,1
757,Liga Profesional Argentina 2018,Jornada 22,09 Abr 18,Racing Club,0 - 2,River Plate,0,2
758,Liga Profesional Argentina 2018,Jornada 23,15 Abr 18,Defensa y Justicia,3 - 2,Racing Club,3,2
759,Liga Profesional Argentina 2018,Jornada 23,15 Abr 18,River Plate,2 - 0,Rosario Central,2,0
760,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,Belgrano,3 - 0,Arsenal de Sarandí,3,0
761,Liga Profesional Argentina 2018,Jornada 23,15 Abr 18,Patronato,0 - 1,Estudiantes La Plata,0,1
762,Liga Profesional Argentina 2018,Jornada 23,15 Abr 18,Chacarita Juniors,0 - 2,Colón,0,2
763,Liga Profesional Argentina 2018,Jornada 23,17 Abr 18,Vélez Sarsfield,2 - 2,San Lorenzo,2,2
764,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,Godoy Cruz,3 - 0,Temperley,3,0
765,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,Lanús,0 - 0,Banfield,0,0
766,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,Olimpo,0 - 2,San Martín San Juan,0,2
767,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,CA Huracán,1 - 0,Argentinos Juniors,1,0
768,Liga Profesional Argentina 2018,Jornada 23,15 Abr 18,Unión Santa Fe,3 - 3,Tigre,3,3
769,Liga Profesional Argentina 2018,Jornada 23,14 Abr 18,Gimnasia La Plata,1 - 2,Atl.Tucumán,1,2
770,Liga Profesional Argentina 2018,Jornada 23,17 Abr 18,Newell's Old Boys,2 - 1,Talleres Córdoba,2,1
771,Liga Profesional Argentina 2018,Jornada 23,16 Abr 18,Independiente,1 - 0,Boca Juniors,1,0
772,Liga Profesional Argentina 2018,Jornada 24,24 Abr 18,Independiente,0 - 1,Defensa y Justicia,0,1
773,Liga Profesional Argentina 2018,Jornada 24,23 Abr 18,Boca Juniors,3 - 1,Newell's Old Boys,3,1
774,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,Talleres Córdoba,2 - 0,Gimnasia La Plata,2,0
775,Liga Profesional Argentina 2018,Jornada 24,22 Abr 18,Atl.Tucumán,0 - 0,Unión Santa Fe,0,0
776,Liga Profesional Argentina 2018,Jornada 24,22 Abr 18,Tigre,0 - 2,CA Huracán,0,2
777,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,Argentinos Juniors,1 - 0,Olimpo,1,0
778,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,San Martín San Juan,1 - 1,Lanús,1,1
779,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,Banfield,1 - 1,Godoy Cruz,1,1
780,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,Temperley,2 - 4,Vélez Sarsfield,2,4
781,Liga Profesional Argentina 2018,Jornada 24,22 Abr 18,San Lorenzo,1 - 0,Chacarita Juniors,1,0
782,Liga Profesional Argentina 2018,Jornada 24,24 Abr 18,Colón,4 - 0,Patronato,4,0
783,Liga Profesional Argentina 2018,Jornada 24,21 Abr 18,Estudiantes La Plata,0 - 1,Belgrano,0,1
784,Liga Profesional Argentina 2018,Jornada 24,22 Abr 18,Arsenal de Sarandí,0 - 3,River Plate,0,3
785,Liga Profesional Argentina 2018,Jornada 24,22 Abr 18,Rosario Central,0 - 2,Racing Club,0,2
786,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Defensa y Justicia,3 - 1,Rosario Central,3,1
787,Liga Profesional Argentina 2018,Jornada 25,09 May 18,Racing Club,2 - 0,Arsenal de Sarandí,2,0
788,Liga Profesional Argentina 2018,Jornada 25,11 May 18,River Plate,2 - 0,Estudiantes La Plata,2,0
789,Liga Profesional Argentina 2018,Jornada 25,29 Abr 18,Belgrano,1 - 0,Colón,1,0
790,Liga Profesional Argentina 2018,Jornada 25,29 Abr 18,Patronato,0 - 0,San Lorenzo,0,0
791,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Chacarita Juniors,1 - 2,Temperley,1,2
792,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Vélez Sarsfield,1 - 0,Banfield,1,0
793,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Godoy Cruz,2 - 0,San Martín San Juan,2,0
794,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Lanús,0 - 0,Argentinos Juniors,0,0
795,Liga Profesional Argentina 2018,Jornada 25,01 May 18,Olimpo,1 - 5,Tigre,1,5
796,Liga Profesional Argentina 2018,Jornada 25,29 Abr 18,CA Huracán,3 - 2,Atl.Tucumán,3,2
797,Liga Profesional Argentina 2018,Jornada 25,01 May 18,Unión Santa Fe,3 - 0,Talleres Córdoba,3,0
798,Liga Profesional Argentina 2018,Jornada 25,10 May 18,Gimnasia La Plata,2 - 2,Boca Juniors,2,2
799,Liga Profesional Argentina 2018,Jornada 25,28 Abr 18,Newell's Old Boys,0 - 1,Independiente,0,1
800,Liga Profesional Argentina 2018,Jornada 26,05 May 18,Newell's Old Boys,1 - 0,Defensa y Justicia,1,0
801,Liga Profesional Argentina 2018,Jornada 26,06 May 18,Independiente,2 - 2,Gimnasia La Plata,2,2
802,Liga Profesional Argentina 2018,Jornada 26,06 May 18,Boca Juniors,2 - 0,Unión Santa Fe,2,0
803,Liga Profesional Argentina 2018,Jornada 26,05 May 18,Talleres Córdoba,0 - 0,CA Huracán,0,0
804,Liga Profesional Argentina 2018,Jornada 26,06 May 18,Atl.Tucumán,1 - 1,Olimpo,1,1
805,Liga Profesional Argentina 2018,Jornada 26,06 May 18,Tigre,0 - 0,Lanús,0,0
806,Liga Profesional Argentina 2018,Jornada 26,05 May 18,Argentinos Juniors,1 - 2,Godoy Cruz,1,2
807,Liga Profesional Argentina 2018,Jornada 26,05 May 18,San Martín San Juan,0 - 2,Vélez Sarsfield,0,2
808,Liga Profesional Argentina 2018,Jornada 26,08 May 18,Banfield,2 - 1,Chacarita Juniors,2,1
809,Liga Profesional Argentina 2018,Jornada 26,06 May 18,Temperley,1 - 2,Patronato,1,2
810,Liga Profesional Argentina 2018,Jornada 26,05 May 18,San Lorenzo,2 - 0,Belgrano,2,0
811,Liga Profesional Argentina 2018,Jornada 26,08 May 18,Colón,0 - 0,River Plate,0,0
812,Liga Profesional Argentina 2018,Jornada 26,07 May 18,Estudiantes La Plata,1 - 2,Racing Club,1,2
813,Liga Profesional Argentina 2018,Jornada 26,05 May 18,Arsenal de Sarandí,4 - 0,Rosario Central,4,0
814,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Defensa y Justicia,2 - 0,Arsenal de Sarandí,2,0
815,Liga Profesional Argentina 2018,Jornada 27,15 May 18,Rosario Central,1 - 1,Estudiantes La Plata,1,1
816,Liga Profesional Argentina 2018,Jornada 27,15 May 18,Racing Club,1 - 3,Colón,1,3
817,Liga Profesional Argentina 2018,Jornada 27,15 May 18,River Plate,2 - 0,San Lorenzo,2,0
818,Liga Profesional Argentina 2018,Jornada 27,13 May 18,Belgrano,2 - 3,Temperley,2,3
819,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Patronato,0 - 0,Banfield,0,0
820,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Chacarita Juniors,1 - 4,San Martín San Juan,1,4
821,Liga Profesional Argentina 2018,Jornada 27,14 May 18,Vélez Sarsfield,1 - 1,Argentinos Juniors,1,1
822,Liga Profesional Argentina 2018,Jornada 27,13 May 18,Godoy Cruz,2 - 0,Tigre,2,0
823,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Lanús,0 - 0,Atl.Tucumán,0,0
824,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Olimpo,2 - 2,Talleres Córdoba,2,2
825,Liga Profesional Argentina 2018,Jornada 27,12 May 18,CA Huracán,3 - 3,Boca Juniors,3,3
826,Liga Profesional Argentina 2018,Jornada 27,12 May 18,Unión Santa Fe,1 - 0,Independiente,1,0
827,Liga Profesional Argentina 2018,Jornada 27,15 May 18,Gimnasia La Plata,2 - 0,Newell's Old Boys,2,0
828,Liga Profesional Argentina 2019,Jornada 1,12 Ago 18,Boca Juniors,1 - 0,Talleres Córdoba,1,0
829,Liga Profesional Argentina 2019,Jornada 1,08 Nov 18,Independiente,4 - 0,San Martín Tucumán,4,0
830,Liga Profesional Argentina 2019,Jornada 1,12 Ago 18,Lanús,2 - 2,Defensa y Justicia,2,2
831,Liga Profesional Argentina 2019,Jornada 1,11 Ago 18,Vélez Sarsfield,2 - 0,Newell's Old Boys,2,0
832,Liga Profesional Argentina 2019,Jornada 1,11 Ago 18,Patronato,0 - 0,Colón,0,0
833,Liga Profesional Argentina 2019,Jornada 1,12 Ago 18,Belgrano,0 - 0,San Martín San Juan,0,0
834,Liga Profesional Argentina 2019,Jornada 1,13 Ago 18,CA Huracán,0 - 0,River Plate,0,0
835,Liga Profesional Argentina 2019,Jornada 1,11 Ago 18,Gimnasia La Plata,1 - 0,Argentinos Juniors,1,0
836,Liga Profesional Argentina 2019,Jornada 1,11 Ago 18,Tigre,2 - 2,San Lorenzo,2,2
837,Liga Profesional Argentina 2019,Jornada 1,12 Ago 18,Rosario Central,1 - 0,Banfield,1,0
838,Liga Profesional Argentina 2019,Jornada 1,14 Ago 18,Atl.Tucumán,2 - 2,Racing Club,2,2
839,Liga Profesional Argentina 2019,Jornada 1,12 Ago 18,Godoy Cruz,1 - 0,Estudiantes La Plata,1,0
840,Liga Profesional Argentina 2019,Jornada 1,11 Ago 18,Unión Santa Fe,1 - 0,Aldosivi,1,0
841,Liga Profesional Argentina 2019,Jornada 2,19 Ago 18,River Plate,0 - 0,Belgrano,0,0
842,Liga Profesional Argentina 2019,Jornada 2,19 Ago 18,Aldosivi,2 - 1,CA Huracán,2,1
843,Liga Profesional Argentina 2019,Jornada 2,20 Ago 18,Racing Club,2 - 0,Vélez Sarsfield,2,0
844,Liga Profesional Argentina 2019,Jornada 2,18 Ago 18,Banfield,1 - 0,Gimnasia La Plata,1,0
845,Liga Profesional Argentina 2019,Jornada 2,19 Ago 18,Colón,2 - 2,Tigre,2,2
846,Liga Profesional Argentina 2019,Jornada 2,18 Ago 18,Talleres Córdoba,0 - 1,Rosario Central,0,1
847,Liga Profesional Argentina 2019,Jornada 2,19 Ago 18,San Lorenzo,2 - 2,Lanús,2,2
848,Liga Profesional Argentina 2019,Jornada 2,18 Ago 18,Argentinos Juniors,0 - 0,Godoy Cruz,0,0
849,Liga Profesional Argentina 2019,Jornada 2,20 Ago 18,Estudiantes La Plata,2 - 0,Boca Juniors,2,0
850,Liga Profesional Argentina 2019,Jornada 2,18 Ago 18,Defensa y Justicia,1 - 1,Atl.Tucumán,1,1
851,Liga Profesional Argentina 2019,Jornada 2,20 Ago 18,San Martín Tucumán,1 - 1,Unión Santa Fe,1,1
852,Liga Profesional Argentina 2019,Jornada 2,19 Ago 18,San Martín San Juan,1 - 0,Patronato,1,0
853,Liga Profesional Argentina 2019,Jornada 2,18 Ago 18,Newell's Old Boys,2 - 2,Independiente,2,2
854,Liga Profesional Argentina 2019,Jornada 3,26 Ago 18,River Plate,0 - 0,Argentinos Juniors,0,0
855,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Independiente,0 - 1,Defensa y Justicia,0,1
856,Liga Profesional Argentina 2019,Jornada 3,26 Ago 18,Lanús,0 - 1,Aldosivi,0,1
857,Liga Profesional Argentina 2019,Jornada 3,26 Ago 18,Vélez Sarsfield,1 - 1,Banfield,1,1
858,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Patronato,0 - 3,Racing Club,0,3
859,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Belgrano,2 - 1,Estudiantes La Plata,2,1
860,Liga Profesional Argentina 2019,Jornada 3,27 Ago 18,CA Huracán,0 - 0,Boca Juniors,0,0
861,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Gimnasia La Plata,0 - 2,Talleres Córdoba,0,2
862,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Tigre,2 - 2,San Martín San Juan,2,2
863,Liga Profesional Argentina 2019,Jornada 3,26 Ago 18,Rosario Central,2 - 0,San Martín Tucumán,2,0
864,Liga Profesional Argentina 2019,Jornada 3,25 Ago 18,Atl.Tucumán,2 - 1,Colón,2,1
865,Liga Profesional Argentina 2019,Jornada 3,28 Ago 18,Godoy Cruz,2 - 1,Newell's Old Boys,2,1
866,Liga Profesional Argentina 2019,Jornada 3,28 Ago 18,Unión Santa Fe,1 - 1,San Lorenzo,1,1
867,Liga Profesional Argentina 2019,Jornada 4,03 Sep 18,Boca Juniors,3 - 0,Vélez Sarsfield,3,0
868,Liga Profesional Argentina 2019,Jornada 4,02 Sep 18,Aldosivi,0 - 2,Tigre,0,2
869,Liga Profesional Argentina 2019,Jornada 4,02 Sep 18,Racing Club,2 - 0,Rosario Central,2,0
870,Liga Profesional Argentina 2019,Jornada 4,01 Sep 18,Banfield,1 - 0,Patronato,1,0
871,Liga Profesional Argentina 2019,Jornada 4,02 Sep 18,Colón,0 - 0,Unión Santa Fe,0,0
872,Liga Profesional Argentina 2019,Jornada 4,01 Sep 18,Talleres Córdoba,1 - 0,Godoy Cruz,1,0
873,Liga Profesional Argentina 2019,Jornada 4,02 Sep 18,San Lorenzo,1 - 1,River Plate,1,1
874,Liga Profesional Argentina 2019,Jornada 4,01 Sep 18,Argentinos Juniors,2 - 0,Lanús,2,0
875,Liga Profesional Argentina 2019,Jornada 4,02 Sep 18,Estudiantes La Plata,2 - 2,Independiente,2,2
