,nombre_torneo,nro_jornada,fecha_partido,equipo_local,resultado,equipo_visitante,equipo_local_resultado,equipo_visitante_resultado
1554,Liga Profesional Argentina 2021,Jornada 10,05 Sep 21,Rosario Central,1 - 2,Boca Juniors,1,2
1555,Liga Profesional Argentina 2021,Jornada 10,06 Sep 21,Racing Club,0 - 0,Banfield,0,0
1556,Liga Profesional Argentina 2021,Jornada 10,04 Sep 21,Platense,1 - 1,San Lorenzo,1,1
1557,Liga Profesional Argentina 2021,Jornada 10,05 Sep 21,Patronato,0 - 0,Talleres Córdoba,0,0
1558,Liga Profesional Argentina 2021,Jornada 10,06 Sep 21,Estudiantes La Plata,1 - 1,Argentinos Juniors,1,1
1559,Liga Profesional Argentina 2021,Jornada 11,15 Sep 21,Unión Santa Fe,0 - 2,Estudiantes La Plata,0,2
1560,Liga Profesional Argentina 2021,Jornada 11,15 Sep 21,Argentinos Juniors,1 - 1,Patronato,1,1
1561,Liga Profesional Argentina 2021,Jornada 11,14 Sep 21,Talleres Córdoba,2 - 1,Platense,2,1
1562,Liga Profesional Argentina 2021,Jornada 11,13 Sep 21,San Lorenzo,1 - 1,Racing Club,1,1
1563,Liga Profesional Argentina 2021,Jornada 11,15 Sep 21,Banfield,1 - 2,Rosario Central,1,2
1564,Liga Profesional Argentina 2021,Jornada 11,15 Sep 21,Boca Juniors,0 - 0,Defensa y Justicia,0,0
1565,Liga Profesional Argentina 2021,Jornada 11,14 Sep 21,Central Córdoba,2 - 0,Atl.Tucumán,2,0
1566,Liga Profesional Argentina 2021,Jornada 11,14 Sep 21,Arsenal de Sarandí,0 - 0,Colón,0,0
1567,Liga Profesional Argentina 2021,Jornada 11,16 Sep 21,Newell's Old Boys,1 - 4,River Plate,1,4
1568,Liga Profesional Argentina 2021,Jornada 11,13 Sep 21,Independiente,0 - 1,Lanús,0,1
1569,Liga Profesional Argentina 2021,Jornada 11,13 Sep 21,Sarmiento,0 - 0,CA Huracán,0,0
1570,Liga Profesional Argentina 2021,Jornada 11,13 Sep 21,Aldosivi,1 - 4,Godoy Cruz,1,4
1571,Liga Profesional Argentina 2021,Jornada 11,14 Sep 21,Gimnasia La Plata,0 - 0,Vélez Sarsfield,0,0
1572,Liga Profesional Argentina 2021,Jornada 12,20 Sep 21,Gimnasia La Plata,1 - 0,Unión Santa Fe,1,0
1573,Liga Profesional Argentina 2021,Jornada 12,18 Sep 21,Vélez Sarsfield,3 - 2,Aldosivi,3,2
1574,Liga Profesional Argentina 2021,Jornada 12,18 Sep 21,Godoy Cruz,1 - 1,Sarmiento,1,1
1575,Liga Profesional Argentina 2021,Jornada 12,19 Sep 21,CA Huracán,0 - 1,Independiente,0,1
1576,Liga Profesional Argentina 2021,Jornada 12,20 Sep 21,Lanús,1 - 2,Newell's Old Boys,1,2
1577,Liga Profesional Argentina 2021,Jornada 12,20 Sep 21,River Plate,1 - 0,Arsenal de Sarandí,1,0
1578,Liga Profesional Argentina 2021,Jornada 12,19 Sep 21,Colón,1 - 0,Central Córdoba,1,0
1579,Liga Profesional Argentina 2021,Jornada 12,19 Sep 21,Atl.Tucumán,1 - 2,Boca Juniors,1,2
1580,Liga Profesional Argentina 2021,Jornada 12,21 Sep 21,Defensa y Justicia,0 - 0,Banfield,0,0
1581,Liga Profesional Argentina 2021,Jornada 12,20 Sep 21,Rosario Central,1 - 0,San Lorenzo,1,0
1582,Liga Profesional Argentina 2021,Jornada 12,18 Sep 21,Racing Club,1 - 2,Talleres Córdoba,1,2
1583,Liga Profesional Argentina 2021,Jornada 12,19 Sep 21,Platense,0 - 0,Argentinos Juniors,0,0
1584,Liga Profesional Argentina 2021,Jornada 12,19 Sep 21,Patronato,1 - 2,Estudiantes La Plata,1,2
1585,Liga Profesional Argentina 2021,Jornada 13,26 Sep 21,Unión Santa Fe,2 - 0,Patronato,2,0
1586,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Estudiantes La Plata,1 - 1,Platense,1,1
1587,Liga Profesional Argentina 2021,Jornada 13,27 Sep 21,Argentinos Juniors,2 - 0,Racing Club,2,0
1588,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Talleres Córdoba,4 - 1,Rosario Central,4,1
1589,Liga Profesional Argentina 2021,Jornada 13,26 Sep 21,San Lorenzo,2 - 1,Defensa y Justicia,2,1
1590,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Banfield,2 - 0,Atl.Tucumán,2,0
1591,Liga Profesional Argentina 2021,Jornada 13,27 Sep 21,Boca Juniors,1 - 0,Colón,1,0
1592,Liga Profesional Argentina 2021,Jornada 13,26 Sep 21,Central Córdoba,1 - 3,River Plate,1,3
1593,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Arsenal de Sarandí,1 - 0,Lanús,1,0
1594,Liga Profesional Argentina 2021,Jornada 13,28 Sep 21,Newell's Old Boys,0 - 1,CA Huracán,0,1
1595,Liga Profesional Argentina 2021,Jornada 13,26 Sep 21,Independiente,1 - 4,Godoy Cruz,1,4
1596,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Sarmiento,0 - 1,Vélez Sarsfield,0,1
1597,Liga Profesional Argentina 2021,Jornada 13,25 Sep 21,Aldosivi,1 - 3,Gimnasia La Plata,1,3
1598,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,Aldosivi,1 - 2,Unión Santa Fe,1,2
1599,Liga Profesional Argentina 2021,Jornada 14,03 Oct 21,Gimnasia La Plata,0 - 1,Sarmiento,0,1
1600,Liga Profesional Argentina 2021,Jornada 14,03 Oct 21,Vélez Sarsfield,3 - 3,Independiente,3,3
1601,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,Godoy Cruz,2 - 2,Newell's Old Boys,2,2
1602,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,CA Huracán,1 - 0,Arsenal de Sarandí,1,0
1603,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,Lanús,2 - 1,Central Córdoba,2,1
1604,Liga Profesional Argentina 2021,Jornada 14,03 Oct 21,River Plate,2 - 1,Boca Juniors,2,1
1605,Liga Profesional Argentina 2021,Jornada 14,05 Oct 21,Colón,0 - 0,Banfield,0,0
1606,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,Atl.Tucumán,0 - 0,San Lorenzo,0,0
1607,Liga Profesional Argentina 2021,Jornada 14,04 Oct 21,Defensa y Justicia,3 - 0,Talleres Córdoba,3,0
1608,Liga Profesional Argentina 2021,Jornada 14,03 Oct 21,Rosario Central,0 - 1,Argentinos Juniors,0,1
1609,Liga Profesional Argentina 2021,Jornada 14,04 Oct 21,Racing Club,1 - 1,Estudiantes La Plata,1,1
1610,Liga Profesional Argentina 2021,Jornada 14,02 Oct 21,Platense,0 - 0,Patronato,0,0
1611,Liga Profesional Argentina 2021,Jornada 15,08 Oct 21,Unión Santa Fe,1 - 2,Platense,1,2
1612,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Patronato,1 - 2,Racing Club,1,2
1613,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Estudiantes La Plata,2 - 2,Rosario Central,2,2
1614,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Argentinos Juniors,0 - 2,Defensa y Justicia,0,2
1615,Liga Profesional Argentina 2021,Jornada 15,12 Oct 21,Talleres Córdoba,2 - 0,Atl.Tucumán,2,0
1616,Liga Profesional Argentina 2021,Jornada 15,11 Oct 21,San Lorenzo,1 - 2,Colón,1,2
1617,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Banfield,0 - 1,River Plate,0,1
1618,Liga Profesional Argentina 2021,Jornada 15,10 Oct 21,Boca Juniors,4 - 2,Lanús,4,2
1619,Liga Profesional Argentina 2021,Jornada 15,08 Oct 21,Central Córdoba,1 - 2,CA Huracán,1,2
1620,Liga Profesional Argentina 2021,Jornada 15,11 Oct 21,Arsenal de Sarandí,0 - 0,Godoy Cruz,0,0
1621,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Newell's Old Boys,1 - 2,Vélez Sarsfield,1,2
1622,Liga Profesional Argentina 2021,Jornada 15,12 Oct 21,Independiente,1 - 1,Gimnasia La Plata,1,1
1623,Liga Profesional Argentina 2021,Jornada 15,09 Oct 21,Sarmiento,3 - 0,Aldosivi,3,0
1624,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Sarmiento,3 - 4,Unión Santa Fe,3,4
1625,Liga Profesional Argentina 2021,Jornada 16,17 Oct 21,Aldosivi,1 - 0,Independiente,1,0
1626,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Gimnasia La Plata,1 - 0,Newell's Old Boys,1,0
1627,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Vélez Sarsfield,0 - 0,Arsenal de Sarandí,0,0
1628,Liga Profesional Argentina 2021,Jornada 16,15 Oct 21,Godoy Cruz,0 - 0,Central Córdoba,0,0
1629,Liga Profesional Argentina 2021,Jornada 16,17 Oct 21,CA Huracán,0 - 3,Boca Juniors,0,3
1630,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Lanús,1 - 1,Banfield,1,1
1631,Liga Profesional Argentina 2021,Jornada 16,18 Oct 21,River Plate,3 - 1,San Lorenzo,3,1
1632,Liga Profesional Argentina 2021,Jornada 16,17 Oct 21,Colón,1 - 0,Talleres Córdoba,1,0
1633,Liga Profesional Argentina 2021,Jornada 16,17 Oct 21,Atl.Tucumán,4 - 3,Argentinos Juniors,4,3
1634,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Defensa y Justicia,2 - 1,Estudiantes La Plata,2,1
1635,Liga Profesional Argentina 2021,Jornada 16,15 Oct 21,Rosario Central,3 - 2,Patronato,3,2
1636,Liga Profesional Argentina 2021,Jornada 16,16 Oct 21,Racing Club,0 - 1,Platense,0,1
1637,Liga Profesional Argentina 2021,Jornada 17,19 Oct 21,Unión Santa Fe,1 - 1,Racing Club,1,1
1638,Liga Profesional Argentina 2021,Jornada 17,19 Oct 21,Platense,1 - 1,Rosario Central,1,1
1639,Liga Profesional Argentina 2021,Jornada 17,20 Oct 21,Patronato,3 - 3,Defensa y Justicia,3,3
1640,Liga Profesional Argentina 2021,Jornada 17,21 Oct 21,Estudiantes La Plata,1 - 1,Atl.Tucumán,1,1
1641,Liga Profesional Argentina 2021,Jornada 17,21 Oct 21,Argentinos Juniors,3 - 1,Colón,3,1
1642,Liga Profesional Argentina 2021,Jornada 17,22 Oct 21,Talleres Córdoba,0 - 2,River Plate,0,2
1643,Liga Profesional Argentina 2021,Jornada 17,20 Oct 21,San Lorenzo,1 - 3,Lanús,1,3
1644,Liga Profesional Argentina 2021,Jornada 17,21 Oct 21,Banfield,1 - 4,CA Huracán,1,4
1645,Liga Profesional Argentina 2021,Jornada 17,21 Oct 21,Boca Juniors,2 - 1,Godoy Cruz,2,1
1646,Liga Profesional Argentina 2021,Jornada 17,20 Oct 21,Central Córdoba,1 - 2,Vélez Sarsfield,1,2
1647,Liga Profesional Argentina 2021,Jornada 17,20 Oct 21,Arsenal de Sarandí,0 - 1,Gimnasia La Plata,0,1
1648,Liga Profesional Argentina 2021,Jornada 17,21 Oct 21,Newell's Old Boys,0 - 0,Aldosivi,0,0
1649,Liga Profesional Argentina 2021,Jornada 17,22 Oct 21,Independiente,1 - 1,Sarmiento,1,1
1650,Liga Profesional Argentina 2021,Jornada 18,26 Oct 21,Independiente,1 - 0,Unión Santa Fe,1,0
1651,Liga Profesional Argentina 2021,Jornada 18,25 Oct 21,Sarmiento,2 - 1,Newell's Old Boys,2,1
1652,Liga Profesional Argentina 2021,Jornada 18,25 Oct 21,Aldosivi,2 - 1,Arsenal de Sarandí,2,1
1653,Liga Profesional Argentina 2021,Jornada 18,23 Oct 21,Gimnasia La Plata,2 - 2,Central Córdoba,2,2
1654,Liga Profesional Argentina 2021,Jornada 18,25 Oct 21,Vélez Sarsfield,2 - 0,Boca Juniors,2,0
1655,Liga Profesional Argentina 2021,Jornada 18,24 Oct 21,Godoy Cruz,2 - 1,Banfield,2,1
1656,Liga Profesional Argentina 2021,Jornada 18,24 Oct 21,CA Huracán,2 - 1,San Lorenzo,2,1
1657,Liga Profesional Argentina 2021,Jornada 18,25 Oct 21,Lanús,3 - 3,Talleres Córdoba,3,3
1658,Liga Profesional Argentina 2021,Jornada 18,26 Oct 21,River Plate,3 - 0,Argentinos Juniors,3,0
1659,Liga Profesional Argentina 2021,Jornada 18,24 Oct 21,Colón,2 - 1,Estudiantes La Plata,2,1
1660,Liga Profesional Argentina 2021,Jornada 18,25 Oct 21,Atl.Tucumán,2 - 2,Patronato,2,2
1661,Liga Profesional Argentina 2021,Jornada 18,23 Oct 21,Defensa y Justicia,2 - 1,Platense,2,1
1662,Liga Profesional Argentina 2021,Jornada 18,24 Oct 21,Rosario Central,2 - 1,Racing Club,2,1
1663,Liga Profesional Argentina 2021,Jornada 19,31 Oct 21,Unión Santa Fe,3 - 1,Rosario Central,3,1
1664,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Racing Club,1 - 2,Defensa y Justicia,1,2
1665,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Platense,4 - 1,Atl.Tucumán,4,1
1666,Liga Profesional Argentina 2021,Jornada 19,01 Nov 21,Patronato,2 - 0,Colón,2,0
1667,Liga Profesional Argentina 2021,Jornada 19,01 Nov 21,Estudiantes La Plata,1 - 1,River Plate,1,1
1668,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Argentinos Juniors,0 - 1,Lanús,0,1
1669,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Talleres Córdoba,1 - 0,CA Huracán,1,0
1670,Liga Profesional Argentina 2021,Jornada 19,31 Oct 21,San Lorenzo,1 - 0,Godoy Cruz,1,0
1671,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Banfield,2 - 1,Vélez Sarsfield,2,1
1672,Liga Profesional Argentina 2021,Jornada 19,31 Oct 21,Boca Juniors,0 - 1,Gimnasia La Plata,0,1
1673,Liga Profesional Argentina 2021,Jornada 19,02 Nov 21,Central Córdoba,0 - 0,Aldosivi,0,0
1674,Liga Profesional Argentina 2021,Jornada 19,30 Oct 21,Arsenal de Sarandí,1 - 0,Sarmiento,1,0
1675,Liga Profesional Argentina 2021,Jornada 19,31 Oct 21,Newell's Old Boys,1 - 0,Independiente,1,0
1676,Liga Profesional Argentina 2021,Jornada 20,08 Nov 21,Newell's Old Boys,1 - 0,Unión Santa Fe,1,0
1677,Liga Profesional Argentina 2021,Jornada 20,06 Nov 21,Independiente,3 - 0,Arsenal de Sarandí,3,0
1678,Liga Profesional Argentina 2021,Jornada 20,07 Nov 21,Sarmiento,1 - 3,Central Córdoba,1,3
1679,Liga Profesional Argentina 2021,Jornada 20,09 Nov 21,Aldosivi,0 - 3,Boca Juniors,0,3
1680,Liga Profesional Argentina 2021,Jornada 20,07 Nov 21,Gimnasia La Plata,0 - 1,Banfield,0,1
1681,Liga Profesional Argentina 2021,Jornada 20,07 Nov 21,Vélez Sarsfield,2 - 1,San Lorenzo,2,1
1682,Liga Profesional Argentina 2021,Jornada 20,06 Nov 21,Godoy Cruz,0 - 2,Talleres Córdoba,0,2
1683,Liga Profesional Argentina 2021,Jornada 20,08 Nov 21,CA Huracán,1 - 1,Argentinos Juniors,1,1
1684,Liga Profesional Argentina 2021,Jornada 20,06 Nov 21,Lanús,1 - 1,Estudiantes La Plata,1,1
1685,Liga Profesional Argentina 2021,Jornada 20,08 Nov 21,River Plate,5 - 0,Patronato,5,0
1686,Liga Profesional Argentina 2021,Jornada 20,06 Nov 21,Colón,3 - 0,Platense,3,0
1687,Liga Profesional Argentina 2021,Jornada 20,07 Nov 21,Atl.Tucumán,0 - 2,Racing Club,0,2
1688,Liga Profesional Argentina 2021,Jornada 20,05 Nov 21,Defensa y Justicia,3 - 0,Rosario Central,3,0
1689,Liga Profesional Argentina 2021,Jornada 21,18 Nov 21,Unión Santa Fe,2 - 3,Defensa y Justicia,2,3
1690,Liga Profesional Argentina 2021,Jornada 21,20 Nov 21,Rosario Central,3 - 1,Atl.Tucumán,3,1
1691,Liga Profesional Argentina 2021,Jornada 21,21 Nov 21,Racing Club,1 - 2,Colón,1,2
1692,Liga Profesional Argentina 2021,Jornada 21,22 Nov 21,Platense,0 - 1,River Plate,0,1
1693,Liga Profesional Argentina 2021,Jornada 21,18 Nov 21,Patronato,3 - 2,Lanús,3,2
1694,Liga Profesional Argentina 2021,Jornada 21,19 Nov 21,Estudiantes La Plata,4 - 1,CA Huracán,4,1
1695,Liga Profesional Argentina 2021,Jornada 21,20 Nov 21,Argentinos Juniors,0 - 0,Godoy Cruz,0,0
1696,Liga Profesional Argentina 2021,Jornada 21,20 Nov 21,Talleres Córdoba,1 - 1,Vélez Sarsfield,1,1
1697,Liga Profesional Argentina 2021,Jornada 21,19 Nov 21,San Lorenzo,0 - 1,Gimnasia La Plata,0,1
1698,Liga Profesional Argentina 2021,Jornada 21,19 Nov 21,Banfield,0 - 2,Aldosivi,0,2
1699,Liga Profesional Argentina 2021,Jornada 21,20 Nov 21,Boca Juniors,2 - 0,Sarmiento,2,0
1700,Liga Profesional Argentina 2021,Jornada 21,21 Nov 21,Central Córdoba,1 - 0,Independiente,1,0
1701,Liga Profesional Argentina 2021,Jornada 21,21 Nov 21,Arsenal de Sarandí,3 - 1,Newell's Old Boys,3,1
1702,Liga Profesional Argentina 2021,Jornada 22,25 Nov 21,Arsenal de Sarandí,0 - 1,Unión Santa Fe,0,1
1703,Liga Profesional Argentina 2021,Jornada 22,24 Nov 21,Newell's Old Boys,1 - 0,Central Córdoba,1,0
1704,Liga Profesional Argentina 2021,Jornada 22,25 Nov 21,Independiente,1 - 0,Boca Juniors,1,0
1705,Liga Profesional Argentina 2021,Jornada 22,24 Nov 21,Sarmiento,0 - 0,Banfield,0,0
