,Unnamed: 0,url_torneo,url,torneo,nro_jornada,fecha_,equipo_local,equipo_visitante,resultado,goles_equipo_local,goles_equipo_visitante,goleadores_local,goleadores_visitante,tarj_amarilla_local,tarj_roja_local,tarj_amarilla_visitante,tarj_roja_visitante
265,265,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-02 23:15:00,Tigre,San Lorenzo,4-3,4,3,"['A. Cardozo', 'A. Castro', 'C. Luna', 'Ramón Miérez']","['N. Blandi', 'B. Merlini', 'B. Merlini']","['O. Benítez', 'D. Morales', 'M. Galmarini']",[],"['F. Mussis', 'G. Rojas', 'M. Caruzzo']",[]
266,266,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Patronato/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-03 00:30:00,CA Huracán,Patronato,0-0,0,0,[],[],"['M. Fritzler', 'M. Díaz', 'F. Mancinelli']",[],"['D. Arce', 'L. Geminiani', 'L. Márquez']",[]
267,267,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-03 01:15:00,Godoy Cruz,River Plate,1-2,1,2,['J. Correa'],"['Lucas Alario', 'R. Mora']","['F. Angileri', 'L. Abecasis', 'J. Correa']",[],['Martínez Quarta'],[]
268,268,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-04 00:01:00,Olimpo,San Martín San Juan,0-0,0,0,[],[],"['E. Tellechea', 'J. Blanco', 'L. Villarruel', 'J. Sacks', 'M. Pérez']",[],['M. Gelabert'],[]
269,269,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 18,2017-04-04 02:15:00,Unión Santa Fe,Talleres Córdoba,4-2,4,2,"['L. Gamba', 'L. Gamba', 'F. Soldano', 'E. Brítez']","['S. Palacios', 'S. Palacios']",['D. Godoy'],[],"['J. Gandolfi', 'J. Gandolfi', 'L. Gil']",['J. Gandolfi']
270,270,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 00:01:00,Aldosivi,Estudiantes La Plata,1-4,1,4,['J. Galván'],"['M. Aguirregaray', 'S. Dubarbier', 'M. Aguirregaray', 'J. Cascini']","['L. Sosa', 'J. Galván']",[],"['S. Dubarbier', 'J. Cascini']",[]
271,271,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 02:15:00,Colón,Godoy Cruz,1-0,1,0,['D. Vera'],[],"['G. Ortíz', 'D. Vera']",[],"['Facundo Silva', 'Facundo Silva', 'D. Ortiz', 'L. Pizarro', 'N. Bonacorso']",['Facundo Silva']
272,272,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 02:15:00,Rosario Central,Atl. Tucumán,2-1,2,1,"['F. Carrizo', 'Marco Ruben']",['F. Zampedri'],"['C. Villagra', 'Damián Musto']",[],"['N. Leyes', 'F. Evangelista', 'G. Acosta', 'I. Canuto', 'G. Acosta', 'F. Álvarez']",['G. Acosta']
273,273,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 19:00:00,Arsenal de Sarandí,Newell's Old Boys,0-1,0,1,[],['M. Rodriguez'],"['F. Milo', 'P. Santillo', 'M. Curado', 'L. Marín']",[],"['J. Elías', 'N. Paz']",[]
274,274,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 21:00:00,San Lorenzo,Sarmiento,1-0,1,0,['N. Ortigoza'],[],"['M. Angeleri', 'G. Rojas']",[],"['F. Dutari', 'G. Cosaro', 'M. Astina']",[]
275,275,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-08 22:15:00,Atletico Rafaela,CA Huracán,1-1,1,1,['L. Díaz'],['N. Romat'],"['T. Paredes', 'L. Hoyos']",[],"['N. Briasco', 'L. Villalba']",[]
276,276,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-09 00:30:00,Talleres Córdoba,Lanús,3-1,3,1,"['J. Menéndez', 'E. Reynoso', 'S. Palacios']",['J. Sand'],"['L. Godoy', 'E. Reynoso']",[],"['José Gómez', 'L. Acosta', 'R. Garcia']",[]
277,277,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-09 19:00:00,Banfield,Belgrano,2-0,2,0,"['D. Cvitanich', 'Cristian Romero']",[],"['A. Soto', 'R. Civelli', 'E. Remedi']",[],"['Matías Suárez', 'C. Bieler']",[]
278,278,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Independiente/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-09 21:15:00,Patronato,Independiente,0-5,0,5,[],"['E. Rigoni', 'E. Barco', 'E. Rigoni', 'D. Rodríguez', 'L. Albertengo']","['R. Vera', 'E. Guzmán', 'L. Comas', 'D. Lemos']",[],['W. Erviti'],[]
279,279,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-09 22:00:00,San Martín San Juan,Unión Santa Fe,0-0,0,0,[],[],"['S. Rusculleda', 'M. Gelabert', 'J. Mattia']",[],"['E. Brítez', 'M. De Iriondo']",[]
280,280,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-09 23:15:00,River Plate,Quilmes,2-0,2,0,"['Lucas Alario', 'Lucas Alario']",[],"['J. Maidana', 'Lucas Alario', 'J. Moreira', 'A. Rojas']",[],"['B. Obregón', 'M. Sarulyte', 'M. Escobar', 'F. Andrada']",[]
281,281,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-10 01:15:00,Vélez Sarsfield,Boca Juniors,1-3,1,3,['Maxi Romero'],"['D. Benedetto', 'G. Peruzzi', 'C. Pavón']","['L. Desábato', 'C. Nasuti', 'F. Cubero']",['H. Canteros'],"['D. Benedetto', 'Frank Fabra']",[]
282,282,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-11 00:01:00,Defensa y Justicia,Olimpo,1-1,1,1,['N. Stefanelli'],['E. Tellechea'],[],[],"['C. Rodríguez', 'J. Sacks', 'E. Strahman', 'Y. Cabral']",[]
283,283,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Temperley/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-11 02:15:00,Gimnasia La Plata,Temperley,1-1,1,1,['L. Faravelli'],['S. Peralta'],"['M. Romero', 'B. Alemán', 'N. Mazzola', 'F. Oreja']",[],"['E. Ozuna', 'G. Escobar', 'M. Ibáñez']",[]
284,284,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 19,2017-04-20 00:30:00,Racing Club,Tigre,4-1,4,1,"['D. González', 'G. Bou', 'Lautaro Martínez', 'G. Bou']",['S. Rincón'],"['Marcos Acuña', 'D. González', 'M. Barbieri']",[],"['E. Godoy', 'L. Menossi', 'P. Lima']",[]
285,285,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 00:01:00,CA Huracán,Arsenal de Sarandí,1-2,1,2,['N. Briasco'],"['Juan Brunetta', 'J. Sánchez Sotelo']","['H. Nervo', 'F. Mancinelli', 'N. Romat', 'N. Romat', 'Kaku']",['N. Romat'],"['S. Velázquez', 'C. Corvalán', 'F. Milo', 'R. Perez']",[]
286,286,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 02:15:00,Lanús,San Martín San Juan,0-0,0,0,[],[],"['M. Velázquez', 'M. Herrera']",[],"['M. Gelabert', 'M. Casierra']",[]
287,287,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 16:00:00,Newell's Old Boys,Estudiantes La Plata,0-0,0,0,[],[],"['M. Formica', 'I. Scocco', 'J. Sills']",[],"['I. Damonte', 'J. Cascini']",[]
288,288,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 21:00:00,Belgrano,Talleres Córdoba,1-1,1,1,['G. Farré'],['J. Menéndez'],"['J. Quiroga', 'F. Lértora']",[],['P. Guiñazú'],[]
289,289,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-15 23:00:00,Independiente,Atletico Rafaela,1-1,1,1,['E. Gigliotti'],['A. Martino'],"['E. Rigoni', 'M. Benítez']",[],"['G. Campi', 'M. Abero', 'F. Luna']",[]
290,290,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 00:01:00,Olimpo,Vélez Sarsfield,0-1,0,1,[],['D. Zabala'],"['J. Blanco', 'C. Villanueva', 'C. Rodríguez']",[],"['G. Mancuso', 'M. Caire', 'S. Cáseres']",[]
291,291,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 01:00:00,Sarmiento,Racing Club,1-2,1,2,['M. Astina'],"['Lautaro Martínez', 'Lautaro Martínez']","['M. Méndez', 'W. Busse', 'D. Garro', 'G. Di Renzo']",[],"['Emanuel Insúa', 'G. Bou']",[]
292,292,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 21:00:00,Godoy Cruz,Banfield,3-1,3,1,"['J. Correa', 'F. Angileri', 'J. Correa']",['D. Cvitanich'],"['F. Henríquez', 'F. Angileri', 'J. Correa']",['G. Giménez'],[],['C. Matheu']
293,293,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 21:15:00,Atl. Tucumán,San Lorenzo,1-0,1,0,['F. Zampedri'],[],"['I. Canuto', 'T. Cuello']",[],"['R. Botta', 'Paulo Diaz', 'E. Cerutti', 'G. Rojas', 'M. Angeleri']",[]
294,294,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Patronato/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 23:15:00,Boca Juniors,Patronato,1-1,1,1,['D. Benedetto'],['D. Arce'],['C. Pavón'],[],"['L. Geminiani', 'E. Guzmán', 'L. Comas', 'D. Arce']",[]
295,295,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-16 23:20:00,Quilmes,Colón,0-1,0,1,[],['D. Vera'],"['G. Ramírez', 'F. Andrada', 'C. Trombetta']",[],"['C. Rodriguez', 'G. Ortíz', 'D. Vera']",[]
296,296,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-17 01:15:00,Tigre,River Plate,0-2,0,2,[],"['S. Driussi', 'R. Mora']","['A. Cardozo', 'A. Castro', 'D. Morales', 'P. Lima']",[],['J. Maidana'],[]
297,297,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-17 01:30:00,Unión Santa Fe,Defensa y Justicia,0-2,0,2,[],"['A. Rios', 'J. Rivero']","['R. Erramuspe', 'L. Sánchez', 'L. Algozino', 'D. Villar']",[],"['H. Silva', 'A. Barboza', 'L. Miranda']",[]
298,298,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-18 00:01:00,Temperley,Rosario Central,1-2,1,2,['M. Guevgeozián'],"['W. Camacho', 'Marco Ruben']","['E. Ozuna', 'G. Bojanich']",[],"['M. Martínez', 'T. Gutiérrez', 'José Luis Fernández', 'Ruso Rodríguez', 'F. Carrizo', 'G. Herrera']",[]
299,299,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 20,2017-04-18 02:15:00,Gimnasia La Plata,Aldosivi,1-0,1,0,['F. Rinaudo'],[],"['F. Oreja', 'M. Guanini', 'F. Rinaudo', 'M. Romero']",[],"['A. Alegre', 'A. Alegre', 'J. Galván']",['A. Alegre']
300,300,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Temperley/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 02:15:00,San Lorenzo,Temperley,0-1,0,1,[],['L. Di Lorenzo'],"['G. Rojas', 'F. Mussis']",[],"['M. Figueroa', 'G. Aguirre', 'G. Escobar', 'M. Guevgeozián', 'L. Vázquez']",[]
301,301,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 19:00:00,Aldosivi,Newell's Old Boys,0-3,0,3,[],"['M. Formica', 'M. Rodriguez', 'V. Figueroa']",['R. Brum'],[],"['N. Moiraghi', 'M. Rodriguez', 'L. Pocrnjic']",[]
302,302,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:00:00,Racing Club,Atl. Tucumán,4-3,4,3,"['D. González', 'M. Barbieri', 'G. Bou', 'M. Torsiglieri']","['L. Rodríguez', 'L. González', 'L. Rodríguez']","['Lautaro Martínez', 'I. Pillud', 'A. Orión', 'L. Aued']",[],"['E. Meza', 'R. Aliendro', 'N. Leyes']",[]
303,303,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:10:00,Banfield,Quilmes,2-0,2,0,"['B. Sarmiento', 'D. Cvitanich']",[],"['D. Cvitanich', 'N. Bertolo', 'A. Soto']",[],"['C. Trombetta', 'S. Escudero', 'M. Acuña', 'A. Calello']","['G. Ramírez', 'M. Escobar']"
304,304,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 21:15:00,Defensa y Justicia,Lanús,1-0,1,0,['A. Bouzat'],[],[],[],"['F. Barrientos', 'Esteban Andrada']",[]
305,305,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-22 23:20:00,Vélez Sarsfield,Unión Santa Fe,2-1,2,1,"['M. Pavone', 'Matías Vargas']",['F. Soldano'],['J. Correa'],[],"['R. Erramuspe', 'L. Pruzzo', 'M. Cejas', 'L. Sánchez']",[]
306,306,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 01:30:00,Rosario Central,Gimnasia La Plata,2-1,2,1,"['W. Camacho', 'G. Herrera']",['B. Alemán'],"['J. Pinola', 'W. Camacho', 'G. Herrera', 'F. Bordagaray']",['Marco Ruben'],"['B. Alemán', 'N. Mazzola', 'L. Faravelli', 'M. Guanini', 'L. Perdomo', 'M. Romero']",[]
307,307,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 20:15:00,Estudiantes La Plata,CA Huracán,1-1,1,1,['M. Aguirregaray'],['M. González'],['J. Perotti'],[],"['Kaku', 'M. Díaz', 'L. Compagnucci', 'M. Bogado']",[]
308,308,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 21:15:00,Atletico Rafaela,Boca Juniors,0-0,0,0,[],[],['K. Itabel'],[],['P. Pérez'],[]
309,309,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 22:00:00,San Martín San Juan,Belgrano,2-1,2,1,"['G. Villarruel', 'J. Molina']",['F. Márquez'],"['M. Lugo', 'J. Molina', 'M. Lugo']",['M. Lugo'],['G. Farré'],[]
310,310,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-23 23:15:00,River Plate,Sarmiento,1-1,1,1,['S. Driussi'],['L. Pérez Godoy'],['Milton Casco'],[],['G. Núñez'],[]
311,311,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-24 00:30:00,Talleres Córdoba,Godoy Cruz,1-0,1,0,['S. Palacios'],[],['L. Gil'],[],"['D. Viera', 'D. Ortiz', 'F. Angileri', 'M. Correa', 'F. Henríquez']",[]
312,312,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Independiente/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-24 01:15:00,Arsenal de Sarandí,Independiente,0-2,0,2,[],"['Nicolás Figal', 'E. Rigoni']",[],[],[],[]
313,313,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-25 00:01:00,Patronato,Olimpo,3-4,3,4,"['S. Bertoli', 'D. Arce', 'Matias Quiroga']","['R. Cabalucci', 'R. Cabalucci', 'F. Troyansky', 'E. Tellechea']","['F. Telechea', 'R. Vera', 'E. Guzmán', 'N. Bertocchi']",[],"['N. Herranz', 'A. Gabbarini', 'L. Villarruel']",[]
314,314,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 21,2017-04-25 02:15:00,Colón,Tigre,2-1,2,1,"['D. Vera', 'N. Leguizamón']",['Ramón Miérez'],"['G. Ortíz', 'I. Torres']",['L. Ceballos'],"['A. Castro', 'P. Lima', 'L. Menossi']",[]
315,315,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 00:01:00,Quilmes,Talleres Córdoba,1-0,1,0,['M. Orihuela'],[],"['M. González', 'D. Colotto', 'C. Trombetta', 'F. Ilarregui', 'M. González']",['M. González'],"['E. Rescaldani', 'J. Gandolfi', 'E. Reynoso', 'V. Ramis']",[]
316,316,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 02:15:00,Independiente,Estudiantes La Plata,2-2,2,2,"['M. Benítez', 'E. Barco']","['F. Sánchez', 'M. Aguirregaray']","['E. Gigliotti', 'N. Tagliafico']",[],"['S. Dubarbier', 'M. Aguirregaray', 'Santiago Ascacíbar', 'J. Cascini']",[]
317,317,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:00:00,Gimnasia La Plata,San Lorenzo,0-1,0,1,[],['J. Mercier'],['F. Niell'],[],"['J. Mercier', 'Chimy Ávila', 'R. Botta']",[]
318,318,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:00:00,CA Huracán,Newell's Old Boys,0-1,0,1,[],['I. Scocco'],"['L. Villalba', 'Kaku', 'N. Romat']",[],['M. Formica'],[]
319,319,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 21:10:00,Sarmiento,Colón,0-4,0,4,[],"['D. Vera', 'F. Pereyra', 'I. Blanco', 'I. Blanco']","['L. Pérez Godoy', 'A. Scifo', 'H. Pereira']",[],"['C. Rodriguez', 'Y. Garnier', 'G. Ortíz', 'F. Pereyra']",[]
320,320,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-29 23:20:00,Tigre,Banfield,0-1,0,1,[],['N. Bertolo'],"['A. Cardozo', 'L. Menossi']",[],"['R. Civelli', 'L. Gomez']",[]
321,321,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 01:00:00,Temperley,Racing Club,3-0,3,0,"['M. Guevgeozián', 'L. Di Lorenzo', 'M. Guevgeozián']",[],"['S. Peralta', 'E. Ozuna']",[],['Marcos Acuña'],[]
322,322,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Patronato/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 01:30:00,Unión Santa Fe,Patronato,0-0,0,0,[],[],"['M. Rivero', 'N. Zárate', 'M. De Iriondo', 'E. Brítez', 'D. Villar']",[],"['W. Andrade', 'Matias Quiroga', 'M. Maydana', 'L. Geminiani']",[]
323,323,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 21:00:00,Godoy Cruz,San Martín San Juan,0-0,0,0,[],[],"['Facundo Silva', 'J. Correa', 'F. Henríquez', 'M. Benítez']",[],"['E. Agüero', 'E. Dening']",[]
324,324,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 22,2017-04-30 22:00:00,Rosario Central,Aldosivi,2-0,2,0,"['G. Herrera', 'F. Bordagaray']",[],['L. Rivas'],[],['G. Díaz'],[]
325,325,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-01 00:10:00,Boca Juniors,Arsenal de Sarandí,3-0,3,0,"['D. Benedetto', 'D. Benedetto', 'G. Maroni']",[],"['G. Peruzzi', 'Wílmar Barrios']",[],"['R. Perez', 'L. Wilchez', 'S. Velázquez']",[]
326,326,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-01 00:30:00,Olimpo,Atletico Rafaela,1-2,1,2,['C. Rodríguez'],"['F. Luna', 'G. Gudiño']","['C. Villanueva', 'J. Sacks', 'C. Rodríguez']",[],"['F. Luna', 'T. Paredes', 'T. Paredes', 'E. Romero', 'L. Hoyos']",['T. Paredes']
327,327,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 22,2017-05-02 21:30:00,Belgrano,Defensa y Justicia,0-1,0,1,[],['A. Barboza'],"['F. Lértora', 'J. Quiroga', 'F. Márquez', 'Cristian Romero']",[],"['G. Castellani', 'H. Silva', 'A. Barboza']",[]
