,Unnamed: 0,url_torneo,url,torneo,nro_jornada,fecha_,equipo_local,equipo_visitante,resultado,goles_equipo_local,goles_equipo_visitante,goleadores_local,goleadores_visitante,tarj_amarilla_local,tarj_roja_local,tarj_amarilla_visitante,tarj_roja_visitante
390,390,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-03 00:01:00,Sarmiento,Defensa y Justicia,1-0,1,0,['B. Fernández'],[],"['M. Méndez', 'Santi Rosa', 'J. Burrai']",[],['H. Silva'],[]
391,391,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-03 02:15:00,Godoy Cruz,Atletico Rafaela,0-2,0,2,[],"['F. Luna', 'S. Paz']","['A. Verdugo', 'Á. González', 'F. Angileri', 'J. Correa']",[],['G. Gudiño'],[]
392,392,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-03 19:00:00,Tigre,Vélez Sarsfield,0-3,0,3,[],"['N. Domínguez', 'Matías Vargas', 'M. Pavone']","['A. Cardozo', 'L. Menossi', 'J. Blengio', 'Ramón Miérez']",[],"['L. Desábato', 'M. Toni']",[]
393,393,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-03 21:15:00,Temperley,Talleres Córdoba,2-1,2,1,"['M. Guevgeozián', 'C. Chimino']",['J. Menéndez'],"['C. Chimino', 'A. Zárate', 'L. De Bortoli']",[],['E. Rescaldani'],[]
394,394,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-03 22:15:00,Rosario Central,Colón,0-0,0,0,[],[],['H. Menosse'],[],"['G. Conti', 'G. Ortíz', 'I. Torres', 'A. Bastía', 'D. Vera', 'Y. Garnier']",[]
395,395,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 00:30:00,Unión Santa Fe,Newell's Old Boys,2-1,2,1,"['N. Acevedo', 'R. Erramuspe']",['N. Fernández'],['G. Vadalá'],[],"['M. Formica', 'S. Domínguez']",['S. Prediger']
396,396,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 01:00:00,Lanús,Estudiantes La Plata,1-0,1,0,['M. Sánchez'],[],"['I. Marcone', 'José Gómez']",[],"['L. Rodríguez', 'J. Cascini', 'F. Quintana']",['Santiago Ascacíbar']
397,397,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 19:00:00,San Lorenzo,River Plate,2-1,2,1,"['N. Blandi', 'Paulo Diaz']",['S. Driussi'],"['M. Angeleri', 'R. Botta', 'N. Blandi', 'B. Merlini']",[],"['Milton Casco', 'J. Maidana']",[]
398,398,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 21:00:00,Gimnasia La Plata,Banfield,1-2,1,2,['M. Romero'],"['R. Civelli', 'D. Cvitanich']","['E. Bonifacio', 'M. Coronel', 'M. Romero', 'F. Rinaudo', 'L. Licht']",[],"['D. Cvitanich', 'M. Sperduti', 'N. Bertolo']",[]
399,399,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 21:15:00,Belgrano,Arsenal de Sarandí,1-2,1,2,['M. Barbieri'],"['L. Rolón', 'F. Milo']","['C. Aquino', 'J. Quiroga', 'G. Farré']",[],"['M. Curado', 'S. Velázquez', 'C. Corvalán', 'M. Calzada']",[]
400,400,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 22:00:00,Olimpo,CA Huracán,3-1,3,1,"['F. Coniglio', 'F. Coniglio', 'R. Cabalucci']",['I. Pussetto'],"['C. Villanueva', 'L. Villarruel', 'E. Parnisari', 'A. Gabbarini', 'L. Villarruel', 'F. Pizzini']",['L. Villarruel'],"['M. Fritzler', 'L. Villalba', 'N. Romat']",[]
401,401,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-04 23:30:00,Atl. Tucumán,San Martín San Juan,1-2,1,2,['L. Rodríguez'],"['F. Barcelo', 'F. Barcelo']","['B. Bianchi', 'L. Rodríguez']",[],['E. Agüero'],[]
402,402,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Independiente/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-05 00:01:00,Boca Juniors,Independiente,3-0,3,0,"['D. Benedetto', 'O. Benítez', 'D. Benedetto']",[],"['Lisandro Magallan', 'F. Gago', 'Wílmar Barrios', 'P. Pérez', 'L. Jara']",[],"['E. Barco', 'E. Gigliotti', 'A. Franco', 'W. Erviti']",[]
403,403,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Patronato/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-06 00:01:00,Quilmes,Patronato,0-1,0,1,[],['N. Bertocchi'],['M. González'],['F. Coria'],"['I. Furios', 'F. Telechea', 'M. Maydana', 'M. Maydana', 'N. Bertocchi', 'D. Arce']",['M. Maydana']
404,404,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 27,2017-06-06 02:15:00,Racing Club,Aldosivi,1-1,1,1,['Lautaro Martínez'],['A. Medina'],[],[],['J. Galván'],[]
405,405,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-16 02:30:00,Colón,San Lorenzo,2-1,2,1,"['N. Leguizamón', 'F. Pereyra']",['F. Belluschi'],"['C. Rodriguez', 'N. Leguizamón', 'Y. Garnier', 'C. Rodriguez', 'J. Broun']",['C. Rodriguez'],"['F. Mussis', 'M. Caruzzo', 'G. Rojas']",['F. Mussis']
406,406,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Temperley/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-16 22:45:00,San Martín San Juan,Temperley,0-1,0,1,[],['M. Guevgeozián'],"['E. Agüero', 'F. Barcelo', 'P. Matricardi', 'M. Escudero']",[],"['M. Guevgeozián', 'S. Peralta']",[]
407,407,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 00:01:00,CA Huracán,Unión Santa Fe,1-0,1,0,['Kaku'],[],"['L. Villalba', 'I. Pussetto', 'D. Mendoza']",[],"['R. Erramuspe', 'M. Pitton']",[]
408,408,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 01:00:00,Talleres Córdoba,Gimnasia La Plata,0-1,0,1,[],['M. Romero'],['S. Palacios'],['L. Godoy'],['M. Romero'],[]
409,409,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 02:15:00,Banfield,Rosario Central,3-1,3,1,"['M. Sperduti', 'B. Sarmiento', 'D. Cvitanich']",['F. Carrizo'],"['C. Matheu', 'D. Cvitanich', 'T. Rodriguez']",[],"['T. Gutiérrez', 'W. Camacho', 'F. Carrizo', 'V. Salazar', 'J. Leguizamón']",['J. Pinola']
410,410,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 19:00:00,Arsenal de Sarandí,Godoy Cruz,1-2,1,2,['J. Sánchez Sotelo'],"['S. Garcia', 'J. Correa']",['J. Bottinelli'],[],"['G. Giménez', 'S. Garcia', 'J. Correa']",[]
411,411,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 21:15:00,Estudiantes La Plata,Belgrano,2-0,2,0,"['J. Toledo', 'L. Desábato']",[],['I. Gómez'],[],"['C. Aquino', 'R. Saravia']",[]
412,412,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 22:15:00,Atletico Rafaela,Quilmes,1-1,1,1,['F. Luna'],['F. Andrada'],"['Lucas Blondel', 'G. Gudiño', 'G. Campi', 'G. Gudiño', 'E. Gaggi', 'L. Hoyos']","['G. Gudiño', 'D. Montiel']","['M. Acuña', 'R. Contreras', 'M. González']",[]
413,413,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-17 22:45:00,Aldosivi,Boca Juniors,0-4,0,4,[],"['C. Pavón', 'R. Centurión', 'F. Gago', 'Jonathan Silva']","['R. Brum', 'P. Lugüercio', 'J. Galván', 'N. Miracco']",['F. Canever'],['P. Pérez'],[]
414,414,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 00:30:00,Vélez Sarsfield,Sarmiento,5-1,5,1,"['M. Pavone', 'N. Delgadillo', 'M. Pavone', 'M. Pavone', 'Maxi Romero']",['A. Scifo'],"['L. Giannetti', 'L. Desábato']",[],"['G. Ferracutti', 'A. Kippes', 'G. Núñez', 'A. Scifo']",[]
415,415,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 19:00:00,Newell's Old Boys,Lanús,1-1,1,1,['H. Fértoli'],['D. Braghieri'],"['H. Fértoli', 'F. Escobar']",[],"['M. Herrera', 'A. Pelletieri']",[]
416,416,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 19:45:00,Patronato,Tigre,0-2,0,2,[],"['L. Menossi', 'C. Luna']","['F. Telechea', 'R. Vera']",[],"['D. Gurri', 'C. Luna', 'L. Menossi']",[]
417,417,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 21:15:00,Independiente,Olimpo,1-1,1,1,['L. Albertengo'],['C. Rodríguez'],"['E. Rigoni', 'E. Barco', 'G. Togni']",[],"['E. Tellechea', 'Y. Cabral', 'F. Coniglio', 'J. Blanco']",[]
418,418,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 22:00:00,Defensa y Justicia,Atl. Tucumán,3-0,3,0,"['A. Barboza', 'N. Stefanelli', 'N. Stefanelli']",[],['A. Barboza'],[],[],[]
419,419,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 28,2017-06-18 22:15:00,River Plate,Racing Club,2-3,2,3,"['M. Larrondo', 'J. Maidana']","['Lautaro Martínez', 'M. Barbieri', 'Marcos Acuña']","['J. Moreira', 'C. Mayada', 'B. Mansilla']",[],['L. Grimi'],[]
420,420,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Lorenzo/Ca-Banfield/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-20 23:00:00,San Lorenzo,Banfield,1-0,1,0,['F. Belluschi'],[],"['M. Angeleri', 'M. Caruzzo', 'E. Cerutti', 'N. Navarro']",[],"['E. Remedi', 'E. Cecchini', 'N. Bertolo']",[]
421,421,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Gimnasia-Plata/San-Martin-San-Juan/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-21 00:01:00,Gimnasia La Plata,San Martín San Juan,2-0,2,0,"['F. Barcelo', 'F. Niell']",[],"['L. Licht', 'F. Rinaudo']",[],['M. Gelabert'],[]
422,422,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Rosario-Central/Talleres-Cordoba/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-21 02:15:00,Rosario Central,Talleres Córdoba,3-3,3,3,"['M. Martínez', 'T. Gutiérrez', 'J. Leguizamón']","['J. Menéndez', 'J. Gandolfi', 'V. Ramis']","['H. Menosse', 'Damián Musto', 'T. Gutiérrez', 'T. Gutiérrez', 'G. Colman', 'G. Herrera']",['T. Gutiérrez'],['P. Guiñazú'],[]
423,423,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Quilmes/Arsenal-Sarandi-Fc/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-21 22:00:00,Quilmes,Arsenal de Sarandí,2-2,2,2,"['M. González', 'M. Acuña']","['J. Bottinelli', 'F. Milo']","['F. Celeste', 'M. Orihuela', 'M. Acuña']",[],"['R. Perez', 'F. Milo', 'J. Imbert']",[]
424,424,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Temperley/Defensa-Justicia/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-21 23:30:00,Temperley,Defensa y Justicia,2-3,2,3,"['A. Cólzera', 'A. Cólzera']","['L. Miranda', 'A. Bouzat', 'A. Rios']","['G. Bojanich', 'E. Ozuna']",[],['A. Barboza'],[]
425,425,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Racing-Club-Avellaneda/Colon-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 00:10:00,Racing Club,Colón,1-0,1,0,['M. Zaracho'],[],[],[],['G. Ortíz'],[]
426,426,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Olimpo/Ca-Boca-Juniors/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 00:45:00,Olimpo,Boca Juniors,2-2,2,2,"['Lisandro Magallan', 'Y. Cabral']","['R. Centurión', 'D. Benedetto']",['J. Blanco'],[],"['Jonathan Silva', 'O. Benítez']",[]
427,427,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-River-Plate/Aldosivi/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 02:30:00,River Plate,Aldosivi,1-0,1,0,['Martínez Quarta'],[],['J. Moreira'],[],"['N. Yeri', 'P. Lugüercio']",[]
428,428,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Belgrano/Newells-Old-Boys/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 20:00:00,Belgrano,Newell's Old Boys,2-1,2,1,"['Matías Suárez', 'F. Márquez']",['M. Formica'],"['T. Attis', 'J. Quiroga', 'T. Guidara', 'Matías Suárez']",[],"['N. Moiraghi', 'N. Moiraghi']",['N. Moiraghi']
429,429,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Sarmiento/Patronato/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 22:10:00,Sarmiento,Patronato,1-3,1,3,['F. Dutari'],"['S. Bertoli', 'D. Arce', 'N. Bertocchi']","['F. Pieretto', 'B. Fernández', 'G. Núñez']",['R. Spinacci'],['N. Bertocchi'],[]
430,430,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Lanus/Ca-Huracan/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-22 22:10:00,Lanús,CA Huracán,2-0,2,0,"['J. Sand', 'G. Denis']",[],"['M. Herrera', 'R. Martínez', 'I. Marcone']",['M. Moreno'],"['L. Compagnucci', 'M. Fritzler', 'F. Mancinelli', 'L. Villalba']",[]
431,431,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Tigre/Atletico-Rafaela/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-23 00:20:00,Tigre,Atletico Rafaela,1-0,1,0,['C. Luna'],[],"['A. Castro', 'L. Menossi']",[],"['T. Paredes', 'E. Romero', 'L. Hoyos']",[]
432,432,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Godoy-Cruz-Antonio-Tomba/Estudiantes-Plata/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-23 00:20:00,Godoy Cruz,Estudiantes La Plata,0-2,0,2,[],"['F. Sánchez', 'S. Dubarbier']","['F. Angileri', 'S. Olivarez', 'S. Garcia', 'Á. González']",[],['R. Braña'],[]
433,433,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Tucuman/Ca-Velez-Sarsfield/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-23 02:30:00,Atl. Tucumán,Vélez Sarsfield,1-1,1,1,['G. Acosta'],['Matías Vargas'],['L. Di Plácido'],[],['L. Giannetti'],[]
434,434,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Union-Santa-Fe/Independiente/2017,Liga Profesional Argentina 2017,Jornada 29,2017-06-23 02:30:00,Unión Santa Fe,Independiente,0-3,0,3,[],"['E. Rigoni', 'E. Rigoni', 'L. Albertengo']","['N. Acevedo', 'M. Pitton']",[],['E. Barco'],[]
435,435,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Defensa-Justicia/Gimnasia-Plata/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-24 21:00:00,Defensa y Justicia,Gimnasia La Plata,1-0,1,0,['A. Barboza'],[],['A. Barboza'],[],"['B. Alemán', 'A. Martin']",[]
436,436,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/San-Martin-San-Juan/Ca-Rosario-Central/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-25 00:01:00,San Martín San Juan,Rosario Central,1-1,1,1,['F. Barcelo'],['G. Herrera'],"['P. Aguilar', 'N. Pelaitay']",[],"['V. Salazar', 'M. Martínez']",[]
437,437,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Boca-Juniors/Union-Santa-Fe/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-25 21:15:00,Boca Juniors,Unión Santa Fe,2-1,2,1,"['D. Benedetto', 'D. Benedetto']",['B. Blasi'],['Wílmar Barrios'],[],"['B. Blasi', 'B. Pitton', 'G. Méndez', 'R. Erramuspe']",[]
438,438,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Atletico-Rafaela/Sarmiento/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-25 22:00:00,Atletico Rafaela,Sarmiento,2-3,2,3,"['F. Soloa', 'A. Pussetto']","['P. Vidal', 'N. Rinaldi', 'P. Vidal']","['F. Soloa', 'M. Abero', 'S. Paz']",[],"['F. Antonini', 'Santi Rosa']",[]
439,439,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Banfield/Racing-Club-Avellaneda/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-26 00:10:00,Banfield,Racing Club,1-3,1,3,['D. Cvitanich'],"['Marcos Acuña', 'I. Pillud', 'D. González']","['E. Cecchini', 'R. Civelli', 'E. Remedi', 'M. Lucero']",[],"['Emanuel Insúa', 'M. Barbieri', 'Marcos Acuña', 'L. Aued']",[]
440,440,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Colon-Santa-Fe/Ca-River-Plate/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-26 01:00:00,Colón,River Plate,0-0,0,0,[],[],"['I. Torres', 'L. Ceballos', 'N. Leguizamón', 'A. Bastía']",[],"['I. Rossi', 'Nacho Fernández', 'Pity Martínez']",[]
441,441,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Arsenal-Sarandi-Fc/Ca-Tigre/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-26 23:00:00,Arsenal de Sarandí,Tigre,2-1,2,1,"['L. Rolón', 'M. Curado']",['C. Luna'],"['F. Milo', 'M. Calzada']",[],['L. Menossi'],[]
442,442,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Patronato/Atletico-Tucuman/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-26 23:00:00,Patronato,Atl. Tucumán,1-1,1,1,['D. Arce'],['D. Barbona'],"['D. Lemos', 'F. Telechea']",[],"['A. Montiel', 'C. Menéndez', 'I. Canuto', 'L. Di Plácido']",[]
443,443,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Aldosivi/Olimpo/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-27 01:15:00,Aldosivi,Olimpo,0-3,0,3,[],"['F. Coniglio', 'F. Coniglio', 'R. Cabalucci']",[],['N. Miracco'],"['L. Villarruel', 'A. Gabbarini']",['Y. Cabral']
444,444,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Huracan/Belgrano/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-27 01:15:00,CA Huracán,Belgrano,0-0,0,0,[],[],"['M. González', 'M. Bogado']",[],"['J. Quiroga', 'F. Lértora', 'G. Farré']",[]
445,445,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Ca-Velez-Sarsfield/Temperley/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-27 01:15:00,Vélez Sarsfield,Temperley,0-0,0,0,[],[],[],[],"['E. Ozuna', 'G. Bojanich']",[]
446,446,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Newells-Old-Boys/Godoy-Cruz-Antonio-Tomba/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-27 23:00:00,Newell's Old Boys,Godoy Cruz,0-2,0,2,[],"['S. Garcia', 'J. Correa']",[],[],['A. Verdugo'],[]
447,447,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Estudiantes-Plata/Quilmes/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-27 23:00:00,Estudiantes La Plata,Quilmes,1-0,1,0,['L. Viatri'],[],['Juan Otero'],[],"['L. Carrizo', 'B. Obregón', 'L. Carrizo']",['L. Carrizo']
448,448,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Independiente/Ca-Lanus/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-28 01:30:00,Independiente,Lanús,1-1,1,1,['E. Rigoni'],['Nico Aguirre'],[],[],"['J. Sand', 'I. Marcone', 'R. Martínez', 'M. Herrera']",['Nico Aguirre']
449,449,https://www.resultados-futbol.com/primera_division_argentina2017/grupo1/calendario,https://www.resultados-futbol.com/partido/Talleres-Cordoba/San-Lorenzo/2017,Liga Profesional Argentina 2017,Jornada 30,2017-06-28 01:30:00,Talleres Córdoba,San Lorenzo,1-1,1,1,['L. Godoy'],['N. Blandi'],"['C. Quintana', 'P. Guiñazú', 'J. Gandolfi']",['P. Guiñazú'],"['B. Merlini', 'N. Ortigoza', 'G. Rojas']",[]
